"Te";"over";"cOver";"m";"M"
13;0.19117647058823528;0.09701492537313433;15;68
17;0.37777777777777777;0.1588785046728972;19;45
14;0.11864406779661017;0.07650273224043716;16;118
38;0.5671641791044776;0.36893203883495146;45;62
27;0.4090909090909091;0.2647058823529412;45;50
22;0.4230769230769231;0.2222222222222222;34;42
35;0.6363636363636364;0.3723404255319149;42;50
40;0.3252032520325203;0.25477707006369427;47;118
1;0.02127659574468085;0.007936507936507936;2;48
14;0.17073170731707318;0.0979020979020979;20;78
24;0.48;0.24742268041237114;34;42
5;0.16666666666666666;0.04854368932038835;8;29
1;0.010752688172043012;0.005813953488372093;2;94
26;0.7428571428571429;0.2988505747126437;29;34
18;0.4090909090909091;0.17647058823529413;23;41
48;0.5106382978723404;0.41379310344827586;59;85
3;0.3;0.034482758620689655;4;11
15;0.22388059701492538;0.11363636363636363;16;68
15;0.3;0.13392857142857142;19;48
1;0.011627906976744186;0.006060606060606061;2;87
18;0.34615384615384615;0.15789473684210525;19;53
39;0.5492957746478874;0.35454545454545455;42;70
12;0.2608695652173913;0.11650485436893204;24;36
27;0.2872340425531915;0.18493150684931506;29;94
13;0.1368421052631579;0.08125;16;94
3;0.021739130434782608;0.013953488372093023;4;139
17;0.1223021582733813;0.0845771144278607;19;139
13;0.21666666666666667;0.10317460317460317;15;60
16;0.16326530612244897;0.10191082802547771;22;94
24;0.43636363636363634;0.23300970873786409;33;48
7;0.11666666666666667;0.05303030303030303;9;60
16;0.17777777777777778;0.10666666666666667;21;87
20;0.24096385542168675;0.1724137931034483;48;57
0;0.0;0;1;68
10;0.16129032258064516;0.078125;15;59
6;0.1;0.045112781954887216;8;60
6;0.10714285714285714;0.046511627906976744;8;56
6;0.10526315789473684;0.046511627906976744;9;56
17;0.7391304347826086;0.20238095238095238;20;22
25;0.3968253968253968;0.24509803921568626;42;48
2;0.4;0.024390243902439025;4;5
11;0.15492957746478872;0.07971014492753623;14;70
39;0.6;0.40625;50;56
11;0.12643678160919541;0.07096774193548387;13;87
31;0.22142857142857142;0.1657754010695187;34;139
35;0.3888888888888889;0.3125;59;68
16;0.3137254901960784;0.14545454545454545;22;47
17;0.25757575757575757;0.13178294573643412;18;67
12;0.1411764705882353;0.07894736842105263;14;85
54;0.38571428571428573;0.3776223776223776;78;118
31;0.43661971830985913;0.2627118644067797;34;70
24;0.47058823529411764;0.22857142857142856;27;50
19;0.3114754098360656;0.15966386554621848;23;59
7;0.07446808510638298;0.04216867469879518;9;94
20;0.14285714285714285;0.10101010101010101;23;139
33;0.35106382978723405;0.25190839694656486;44;85
6;0.8571428571428571;0.07407407407407407;7;8
37;0.3008130081300813;0.27205882352941174;68;94
10;0.13513513513513514;0.07936507936507936;29;57
5;0.036231884057971016;0.023474178403755867;6;139
20;0.18518518518518517;0.125;29;101
1;1.0;0.0125;2;2
21;0.3181818181818182;0.175;27;62
11;0.15714285714285714;0.088;26;57
7;0.7777777777777778;0.08536585365853659;8;10
45;0.4368932038834951;0.3515625;56;94
19;0.13768115942028986;0.09547738693467336;20;139
1;0.01;0.00558659217877095;2;101
2;0.07142857142857142;0.018867924528301886;3;29
26;0.5652173913043478;0.2765957446808511;33;41
5;0.053763440860215055;0.02976190476190476;6;94
7;0.14285714285714285;0.05737704918032787;8;50
34;0.40476190476190477;0.2764227642276423;42;78
28;0.4307692307692308;0.24778761061946902;33;62
42;0.5526315789473685;0.3925233644859813;50;70
6;0.06;0.034482758620689655;7;101
10;0.22727272727272727;0.09090909090909091;15;41
1;0.058823529411764705;0.010416666666666666;2;18
3;0.1875;0.03296703296703297;6;15
35;0.5303030303030303;0.35;47;56
16;0.12903225806451613;0.0975609756097561;41;101
31;0.62;0.34444444444444444;41;42
0;0.0;0;1;24
35;0.2713178294573643;0.21604938271604937;48;118
42;0.5753424657534246;0.42857142857142855;56;61
15;0.189873417721519;0.1056338028169014;18;78
7;0.0945945945945946;0.05;15;68
5;0.16666666666666666;0.04854368932038835;8;29
4;0.4444444444444444;0.04819277108433735;7;8
10;0.16393442622950818;0.078125;14;59
8;0.0851063829787234;0.048484848484848485;10;94
28;0.509090909090909;0.29473684210526313;41;44
2;0.08695652173913043;0.019801980198019802;3;24
6;0.06976744186046512;0.0375;7;87
31;0.3263157894736842;0.21830985915492956;34;94
3;0.043478260869565216;0.020833333333333332;6;68
16;0.32;0.1415929203539823;18;50
6;0.06315789473684211;0.03592814371257485;9;94
7;0.1590909090909091;0.06140350877192982;11;42
9;0.0967741935483871;0.054878048780487805;10;94
16;0.23880597014925373;0.128;23;62
28;0.32558139534883723;0.2028985507246377;29;87
28;0.32941176470588235;0.23529411764705882;47;68
59;0.4068965517241379;0.3710691823899371;67;139
10;0.20833333333333334;0.08620689655172414;13;47
7;0.07692307692307693;0.044585987261146494;15;85
7;0.08860759493670886;0.05343511450381679;29;59
23;0.5227272727272727;0.23469387755102042;27;42
3;0.075;0.02564102564102564;4;41
5;0.08196721311475409;0.03731343283582089;8;60
2;0.15384615384615385;0.02197802197802198;3;14
4;0.19047619047619047;0.042105263157894736;7;20
21;0.17796610169491525;0.11931818181818182;23;118
30;0.25210084033613445;0.2097902097902098;57;94
6;0.75;0.07317073170731707;7;9
8;0.09195402298850575;0.05063291139240506;10;87
2;0.05;0.01694915254237288;3;41
18;0.32142857142857145;0.15384615384615385;20;56
8;0.2;0.07142857142857142;9;41
3;0.2727272727272727;0.034482758620689655;5;11
7;0.06862745098039216;0.04046242774566474;10;101
15;0.1271186440677966;0.08241758241758242;17;118
35;0.28688524590163933;0.21604938271604937;41;118
31;0.31313131313131315;0.23308270676691728;47;85
0;0.0;0;1;87
1;1.0;0.0125;2;2
39;0.3277310924369748;0.2468354430379747;42;118
7;0.11290322580645161;0.05263157894736842;10;61
4;0.06349206349206349;0.02962962962962963;9;60
34;0.29310344827586204;0.26153846153846155;67;85
4;0.043010752688172046;0.023668639053254437;5;94
32;0.6274509803921569;0.3333333333333333;36;49
32;0.3137254901960784;0.21621621621621623;35;101
30;0.46875;0.2702702702702703;34;62
0;0.0;0;1;53
8;0.08333333333333333;0.048484848484848485;12;94
26;0.32098765432098764;0.21487603305785125;41;68
13;0.1511627906976744;0.08609271523178808;16;85
24;0.35294117647058826;0.20869565217391303;34;60
4;0.06060606060606061;0.028169014084507043;5;67
27;0.4090909090909091;0.226890756302521;28;67
25;0.44642857142857145;0.24271844660194175;34;49
6;0.04316546762589928;0.02830188679245283;8;139
2;0.3333333333333333;0.024096385542168676;4;6
6;0.3;0.06593406593406594;10;18
32;0.2831858407079646;0.24242424242424243;62;85
36;0.6545454545454545;0.4;46;47
25;0.3246753246753247;0.21551724137931033;42;62
3;0.058823529411764705;0.023809523809523808;6;50
4;0.06666666666666667;0.030303030303030304;9;57
21;0.2876712328767123;0.1640625;26;70
7;0.7777777777777778;0.08536585365853659;8;10
12;0.12371134020618557;0.07453416149068323;17;94
2;0.1111111111111111;0.020833333333333332;3;19
32;0.3902439024390244;0.3018867924528302;57;59
6;0.06382978723404255;0.03592814371257485;8;94
20;0.24390243902439024;0.145985401459854;26;78
76;0.6909090909090909;0.7307692307692307;87;101
1;0.2;0.011904761904761904;2;6
13;0.4642857142857143;0.14130434782608695;17;26
4;0.2;0.0425531914893617;7;19
22;0.18803418803418803;0.12571428571428572;23;118
40;0.5333333333333333;0.37383177570093457;49;68
18;0.1276595744680851;0.09;22;139
11;0.18032786885245902;0.08661417322834646;15;59
16;0.2857142857142857;0.13793103448275862;21;53
17;0.2833333333333333;0.15178571428571427;29;50
8;0.057971014492753624;0.0380952380952381;9;139
41;0.6507936507936508;0.43617021276595747;50;56
1;0.008547008547008548;0.00510204081632653;2;118
14;0.24561403508771928;0.11475409836065574;16;57
20;0.32786885245901637;0.16666666666666666;22;61
17;0.34;0.15178571428571427;19;50
15;0.17857142857142858;0.10067114093959731;16;85
16;0.1509433962264151;0.0975609756097561;23;101
3;0.057692307692307696;0.023809523809523808;7;50
6;0.1016949152542373;0.045454545454545456;8;59
2;0.04081632653061224;0.015748031496062992;3;50
3;0.04918032786885246;0.021739130434782608;4;62
40;0.45977011494252873;0.31746031746031744;42;87
26;0.3466666666666667;0.21487603305785125;35;68
4;0.14285714285714285;0.038461538461538464;5;29
15;0.3;0.13392857142857142;19;48
35;0.3211009174311927;0.2713178294573643;61;85
20;0.29850746268656714;0.1652892561983471;27;62
14;0.2545454545454545;0.11864406779661017;18;53
7;0.10606060606060606;0.050359712230215826;8;67
18;0.1935483870967742;0.11612903225806452;19;94
9;0.0967741935483871;0.054878048780487805;10;94
48;0.34532374100719426;0.2823529411764706;50;139
3;0.04411764705882353;0.020833333333333332;5;68
19;0.2835820895522388;0.1484375;20;68
26;0.18571428571428572;0.13541666666666666;29;139
2;0.03571428571428571;0.014925373134328358;3;57
30;0.36585365853658536;0.23622047244094488;36;78
9;0.5;0.10112359550561797;10;19
35;0.3804347826086957;0.3153153153153153;62;67
7;0.07;0.04046242774566474;8;101
2;0.09090909090909091;0.02127659574468085;9;17
1;0.07142857142857142;0.010752688172043012;2;15
2;0.6666666666666666;0.024691358024691357;3;4
2;0.15384615384615385;0.02197802197802198;3;14
21;0.2692307692307692;0.17796610169491525;41;60
16;0.8;0.1951219512195122;19;19
7;0.06930693069306931;0.04046242774566474;9;101
51;0.4636363636363636;0.3953488372093023;62;101
3;0.6;0.036585365853658534;4;6
21;0.3387096774193548;0.1794871794871795;26;59
6;0.10344827586206896;0.046511627906976744;10;56
7;0.3888888888888889;0.07692307692307693;8;19
0;0.0;0;1;60
18;0.6428571428571429;0.2;19;29
2;0.01680672268907563;0.010256410256410256;5;118
7;0.08974358974358974;0.04666666666666667;9;78
33;0.2391304347826087;0.1783783783783784;34;139
16;0.3137254901960784;0.1415929203539823;19;50
3;0.04838709677419355;0.021739130434782608;5;62
15;0.25862068965517243;0.12195121951219512;16;59
27;0.2903225806451613;0.18493150684931506;28;94
15;0.35714285714285715;0.15;23;36
23;0.3484848484848485;0.19491525423728814;29;62
1;0.010752688172043012;0.005813953488372093;2;94
28;0.42424242424242425;0.23728813559322035;29;67
7;0.050359712230215826;0.03317535545023697;9;139
17;0.27419354838709675;0.13709677419354838;19;62
34;0.2905982905982906;0.2085889570552147;35;118
6;0.06451612903225806;0.03592814371257485;7;94
1;0.03571428571428571;0.009345794392523364;2;29
14;0.14432989690721648;0.0880503144654088;19;94
16;0.16161616161616163;0.10191082802547771;23;94
3;0.23076923076923078;0.03333333333333333;4;14
2;0.16666666666666666;0.022988505747126436;6;10
2;0.6666666666666666;0.024691358024691357;3;4
3;0.021739130434782608;0.013953488372093023;4;139
58;0.5631067961165048;0.5471698113207547;78;85
7;0.050359712230215826;0.03317535545023697;9;139
6;0.12244897959183673;0.04878048780487805;7;50
10;0.11627906976744186;0.0641025641025641;11;87
5;0.2631578947368421;0.053763440860215055;7;19
3;0.02564102564102564;0.015463917525773196;4;118
51;0.34459459459459457;0.30538922155688625;62;139
5;0.0423728813559322;0.026041666666666668;7;118
8;0.11940298507462686;0.057971014492753624;10;67
1;0.017241379310344827;0.0072992700729927005;2;59
33;0.4852941176470588;0.308411214953271;42;61
1;0.125;0.011494252873563218;2;9
5;0.11627906976744186;0.04310344827586207;8;42
18;0.3673469387755102;0.16216216216216217;19;50
7;0.175;0.061946902654867256;8;41
30;0.4918032786885246;0.2830188679245283;36;57
50;0.5208333333333334;0.43103448275862066;61;87
28;0.3181818181818182;0.20588235294117646;33;85
11;0.19298245614035087;0.09090909090909091;17;53
4;0.05555555555555555;0.027972027972027972;10;68
4;0.1;0.034482758620689655;5;41
11;0.3055555555555556;0.10679611650485436;14;35
14;0.2413793103448276;0.11570247933884298;18;56
8;0.34782608695652173;0.08791208791208792;13;20
15;0.3125;0.13636363636363635;19;46
24;0.5217391304347826;0.24;27;45
11;0.13095238095238096;0.0718954248366013;12;85
14;0.20588235294117646;0.1111111111111111;23;61
26;0.4;0.23214285714285715;34;59
3;0.021739130434782608;0.013953488372093023;4;139
40;0.7142857142857143;0.42105263157894735;42;56
16;0.1839080459770115;0.10666666666666667;18;87
11;0.12087912087912088;0.0718954248366013;19;85
35;0.35353535353535354;0.2536231884057971;42;94
1;0.014925373134328358;0.00684931506849315;2;68
17;0.3469387755102041;0.16346153846153846;26;42
6;0.043478260869565216;0.02830188679245283;7;139
24;0.2962962962962963;0.21428571428571427;50;57
26;0.40625;0.2524271844660194;42;50
32;0.3950617283950617;0.3018867924528302;56;59
1;0.3333333333333333;0.012195121951219513;2;4
80;0.5298013245033113;0.5797101449275363;94;139
28;0.4745762711864407;0.2616822429906542;33;56
3;0.03488372093023256;0.018404907975460124;4;87
21;0.2441860465116279;0.14482758620689656;22;87
7;0.11864406779661017;0.05343511450381679;9;59
7;0.04697986577181208;0.03317535545023697;19;139
0;0.0;0;1;87
12;0.10256410256410256;0.06486486486486487;13;118
27;0.35064935064935066;0.25;50;56
25;0.29069767441860467;0.17985611510791366;28;85
13;0.8666666666666667;0.15853658536585366;14;16
3;0.057692307692307696;0.023255813953488372;4;53
51;0.40476190476190477;0.3493150684931507;61;118
6;0.09090909090909091;0.045454545454545456;15;59
7;0.1206896551724138;0.05343511450381679;8;59
2;0.02127659574468085;0.011695906432748537;4;94
16;0.2962962962962963;0.14285714285714285;23;49
10;0.18181818181818182;0.08403361344537816;17;50
47;0.376;0.31333333333333335;56;118
8;0.4444444444444444;0.08888888888888889;9;19
6;0.06451612903225806;0.03592814371257485;7;94
6;0.06;0.034482758620689655;7;101
3;0.02564102564102564;0.015463917525773196;4;118
28;0.3146067415730337;0.20588235294117646;34;85
10;0.24390243902439024;0.09523809523809523;17;36
17;0.1827956989247312;0.10897435897435898;18;94
18;0.3050847457627119;0.16216216216216217;29;50
11;0.2;0.09090909090909091;15;53
7;0.2916666666666667;0.07446808510638298;11;22
4;0.08;0.032520325203252036;8;48
4;0.15384615384615385;0.0392156862745098;5;27
13;0.2708333333333333;0.11818181818181818;19;44
5;0.38461538461538464;0.058823529411764705;9;11
19;0.25333333333333335;0.14960629921259844;29;67
7;0.07446808510638298;0.04216867469879518;9;94
1;0.09090909090909091;0.011494252873563218;5;9
6;0.12244897959183673;0.04918032786885246;8;49
21;0.25;0.15441176470588236;29;78
11;0.1864406779661017;0.08661417322834646;13;59
42;0.3111111111111111;0.32061068702290074;85;94
21;0.42857142857142855;0.19626168224299065;23;49
10;0.2;0.08849557522123894;18;44
13;0.18571428571428572;0.09558823529411764;15;70
40;0.35398230088495575;0.3225806451612903;70;85
3;0.75;0.037037037037037035;4;5
5;0.3125;0.054945054945054944;6;17
58;0.4142857142857143;0.3625;61;139
2;0.3333333333333333;0.024096385542168676;4;6
3;0.08571428571428572;0.02727272727272727;6;34
8;0.06837606837606838;0.042328042328042326;9;118
26;0.21138211382113822;0.17687074829931973;57;94
7;0.08974358974358974;0.05;19;68
5;0.5;0.05952380952380952;7;10
25;0.43859649122807015;0.22727272727272727;28;56
0;0.0;0;1;4
27;0.28421052631578947;0.225;56;68
0;0.0;0;1;118
12;0.08695652173913043;0.05825242718446602;13;139
6;0.5;0.07228915662650602;10;10
6;0.043478260869565216;0.02830188679245283;7;139
27;0.2872340425531915;0.18493150684931506;29;94
32;0.3333333333333333;0.24242424242424243;45;85
2;0.025974025974025976;0.012903225806451613;3;78
18;0.2903225806451613;0.14634146341463414;20;62
4;0.06153846153846154;0.029197080291970802;9;62
23;0.4339622641509434;0.2169811320754717;28;50
18;0.391304347826087;0.16822429906542055;20;46
17;0.19767441860465115;0.11409395973154363;18;87
21;0.35;0.17796610169491525;23;60
2;0.03278688524590164;0.014388489208633094;3;62
4;0.06896551724137931;0.029850746268656716;5;59
27;0.2288135593220339;0.1588235294117647;29;118
37;0.6607142857142857;0.40217391304347827;45;50
28;0.37333333333333335;0.2545454545454545;46;59
2;0.14285714285714285;0.021739130434782608;3;15
15;0.35714285714285715;0.14285714285714285;18;41
0;0.0;0;1;85
13;0.14942528735632185;0.08609271523178808;17;85
2;0.14285714285714285;0.022988505747126436;8;10
43;0.6142857142857143;0.4056603773584906;45;70
24;0.4;0.24242424242424243;42;44
2;0.125;0.02127659574468085;3;17
58;0.48739495798319327;0.5043478260869565;85;94
47;0.6911764705882353;0.5053763440860215;56;61
3;0.14285714285714285;0.030927835051546393;5;21
40;0.40404040404040403;0.3007518796992481;47;94
2;0.021505376344086023;0.011695906432748537;3;94
28;0.2028985507246377;0.14736842105263157;29;139
30;0.5357142857142857;0.3157894736842105;42;46
7;0.08974358974358974;0.04666666666666667;9;78
19;0.38;0.18095238095238095;26;45
2;0.03278688524590164;0.014388489208633094;3;62
26;0.3611111111111111;0.23214285714285715;41;59
6;0.043478260869565216;0.02830188679245283;7;139
27;0.4909090909090909;0.25;28;56
2;0.2857142857142857;0.023529411764705882;3;8
8;0.8888888888888888;0.09876543209876543;9;10
10;0.4;0.10989010989010989;15;22
8;0.1038961038961039;0.053691275167785234;9;78
3;0.04838709677419355;0.022556390977443608;10;57
41;0.3416666666666667;0.26282051282051283;45;118
11;0.5;0.125;15;20
2;0.05;0.01694915254237288;3;41
39;0.3577981651376147;0.2765957446808511;49;101
8;0.19047619047619047;0.07547169811320754;17;35
38;0.38;0.2814814814814815;46;94
9;0.391304347826087;0.10112359550561797;15;19
15;0.22058823529411764;0.11450381679389313;18;67
11;0.1746031746031746;0.088;19;57
16;0.3018867924528302;0.1415929203539823;21;50
2;0.014492753623188406;0.009259259259259259;3;139
10;0.3225806451612903;0.10416666666666667;16;27
41;0.5774647887323944;0.41414141414141414;53;61
21;0.17796610169491525;0.11931818181818182;23;118
26;0.27956989247311825;0.21487603305785125;53;68
2;0.08695652173913043;0.019801980198019802;3;24
12;0.19672131147540983;0.09375;14;61
13;0.24528301886792453;0.11304347826086956;19;49
77;0.4782608695652174;0.5460992907801419;101;139
16;0.38095238095238093;0.1523809523809524;18;42
9;0.45;0.10465116279069768;15;16
33;0.4583333333333333;0.3055555555555556;45;62
23;0.34328358208955223;0.20353982300884957;35;57
6;0.6666666666666666;0.07228915662650602;7;10
31;0.38271604938271603;0.2627118644067797;44;70
66;0.4177215189873418;0.4342105263157895;87;139
28;0.32558139534883723;0.25225225225225223;56;60
38;0.3064516129032258;0.2389937106918239;46;118
15;0.6818181818181818;0.1724137931034483;16;23
17;0.34;0.15178571428571427;19;50
19;0.3333333333333333;0.16379310344827586;22;56
5;0.0847457627118644;0.03759398496240601;7;59
40;0.5405405405405406;0.3669724770642202;46;70
31;0.30392156862745096;0.2080536912751678;34;101
2;0.05;0.01694915254237288;3;41
26;0.2736842105263158;0.17687074829931973;29;94
11;0.09401709401709402;0.05913978494623656;12;118
27;0.46551724137931033;0.2755102040816326;41;46
6;0.08695652173913043;0.04195804195804196;7;70
6;0.05128205128205128;0.031413612565445025;7;118
30;0.4166666666666667;0.2777777777777778;45;59
44;0.41904761904761906;0.3235294117647059;50;101
6;0.2727272727272727;0.0625;7;23
3;0.06;0.023809523809523808;5;50
9;0.5;0.10112359550561797;10;19
8;0.08;0.046511627906976744;9;101
34;0.5230769230769231;0.3469387755102041;48;53
9;0.06474820143884892;0.0430622009569378;11;139
4;0.02877697841726619;0.018691588785046728;6;139
0;0.0;0;1;78
36;0.5901639344262295;0.375;46;53
3;0.03488372093023256;0.018404907975460124;4;87
21;0.25;0.14685314685314685;22;85
5;0.3125;0.056179775280898875;8;15
28;0.4307692307692308;0.25;34;61
10;0.16393442622950818;0.08;17;56
11;0.125;0.07096774193548387;14;87
2;0.6666666666666666;0.024691358024691357;3;4
18;0.3157894736842105;0.15384615384615385;21;56
20;0.3333333333333333;0.16806722689075632;22;60
13;0.28888888888888886;0.12037037037037036;18;42
1;0.125;0.011494252873563218;2;9
1;0.010752688172043012;0.005813953488372093;2;94
36;0.22784810126582278;0.1978021978021978;57;139
5;0.08620689655172414;0.03759398496240601;6;59
13;0.13978494623655913;0.08125;14;94
12;0.1188118811881188;0.07142857142857142;14;101
15;0.234375;0.11904761904761904;19;62
3;0.3333333333333333;0.03488372093023256;4;10
4;0.13333333333333333;0.0425531914893617;17;19
28;0.39436619718309857;0.2545454545454545;42;59
1;0.014925373134328358;0.00684931506849315;2;68
14;0.22950819672131148;0.11570247933884298;21;56
19;0.2261904761904762;0.1310344827586207;20;85
2;0.3333333333333333;0.024096385542168676;4;6
42;0.4421052631578947;0.3652173913043478;61;78
13;0.14942528735632185;0.09027777777777778;24;78
16;0.25806451612903225;0.128;18;62
9;0.09;0.05263157894736842;10;101
25;0.38461538461538464;0.22123893805309736;33;59
37;0.2846153846153846;0.25874125874125875;68;101
9;0.3103448275862069;0.09278350515463918;13;27
10;0.16129032258064516;0.078125;15;59
22;0.44;0.21359223300970873;28;46
12;0.1935483870967742;0.09302325581395349;14;62
4;0.047619047619047616;0.025;5;85
33;0.3113207547169811;0.25190839694656486;56;85
10;0.18867924528301888;0.08547008547008547;17;48
22;0.3013698630136986;0.1864406779661017;36;61
41;0.39805825242718446;0.35344827586206895;68;78
2;0.07142857142857142;0.018867924528301886;3;29
11;0.22448979591836735;0.09401709401709402;13;49
38;0.6785714285714286;0.4175824175824176;46;50
14;0.34146341463414637;0.1320754716981132;16;41
12;0.12631578947368421;0.07453416149068323;15;94
8;0.08;0.046511627906976744;9;101
17;0.1440677966101695;0.09444444444444444;19;118
6;0.043478260869565216;0.02830188679245283;7;139
11;0.12643678160919541;0.0718954248366013;15;85
7;0.15555555555555556;0.05982905982905983;9;45
0;0.0;0;2;3
27;0.38571428571428573;0.22131147540983606;29;70
29;0.42028985507246375;0.27358490566037735;44;56
7;0.23333333333333334;0.06930693069306931;10;29
27;0.4153846153846154;0.2647058823529412;44;50
15;0.4166666666666667;0.15;17;36
9;0.06521739130434782;0.0430622009569378;10;139
25;0.4032258064516129;0.21551724137931033;27;62
38;0.37254901960784315;0.2814814814814815;48;94
16;0.16842105263157894;0.10191082802547771;19;94
11;0.11578947368421053;0.06790123456790123;14;94
10;0.4166666666666667;0.11363636363636363;17;19
21;0.3088235294117647;0.1826086956521739;34;57
14;0.2153846153846154;0.11475409836065574;24;57
49;0.6447368421052632;0.5;59;68
11;0.07913669064748201;0.05314009661835749;13;139
18;0.13043478260869565;0.09;19;139
7;0.14;0.05737704918032787;9;50
17;0.7083333333333334;0.2;20;23
2;0.07692307692307693;0.019230769230769232;3;27
21;0.22580645161290322;0.13815789473684212;22;94
40;0.37383177570093457;0.2857142857142857;48;101
15;0.23809523809523808;0.12;19;61
12;0.09917355371900827;0.06486486486486487;17;118
19;0.2835820895522388;0.14960629921259844;21;67
6;0.0967741935483871;0.045454545454545456;11;59
80;0.5298013245033113;0.5797101449275363;94;139
30;0.3191489361702128;0.23622047244094488;48;78
1;0.019230769230769232;0.007633587786259542;2;53
12;0.3333333333333333;0.1276595744680851;23;27
21;0.42;0.20192307692307693;27;46
2;0.2222222222222222;0.023809523809523808;6;7
2;0.023255813953488372;0.012195121951219513;3;87
4;0.4;0.047619047619047616;7;9
37;0.6271186440677966;0.37755102040816324;42;56
14;0.2413793103448276;0.11475409836065574;17;57
3;0.2;0.033707865168539325;7;13
5;0.05747126436781609;0.031446540880503145;9;85
21;0.21875;0.15441176470588236;41;78
9;0.375;0.10227272727272728;17;18
8;0.4444444444444444;0.09195402298850575;12;16
37;0.3854166666666667;0.27205882352941174;41;94
4;0.06349206349206349;0.029850746268656716;10;59
5;0.08333333333333333;0.03731343283582089;7;60
3;0.03225806451612903;0.01764705882352941;4;94
3;0.021739130434782608;0.013953488372093023;4;139
3;0.3333333333333333;0.03529411764705882;5;9
2;0.07142857142857142;0.018867924528301886;3;29
40;0.6557377049180327;0.43478260869565216;50;53
20;0.3225806451612903;0.1652892561983471;22;62
0;0.0;0;1;94
9;0.10588235294117647;0.05806451612903226;11;85
18;0.15384615384615385;0.1005586592178771;19;118
4;0.1;0.034482758620689655;5;41
3;0.03571428571428571;0.018633540372670808;4;85
16;0.26229508196721313;0.12903225806451613;18;61
2;0.025974025974025976;0.012903225806451613;3;78
2;0.02127659574468085;0.011695906432748537;4;94
3;0.25;0.03488372093023256;7;10
10;0.2857142857142857;0.0970873786407767;13;34
31;0.3522727272727273;0.2818181818181818;59;62
32;0.367816091954023;0.29357798165137616;59;62
1;0.05;0.01098901098901099;10;13
19;0.3064516129032258;0.17757009345794392;36;47
22;0.6875;0.2558139534883721;27;29
37;0.2624113475177305;0.20441988950276244;41;139
6;0.043478260869565216;0.02830188679245283;7;139
2;0.07142857142857142;0.018867924528301886;3;29
26;0.5652173913043478;0.26;27;47
11;0.19642857142857142;0.08870967741935484;13;56
12;0.17647058823529413;0.08888888888888889;14;68
22;0.36065573770491804;0.1896551724137931;26;59
30;0.4166666666666667;0.2702702702702703;42;62
14;0.23728813559322035;0.11570247933884298;19;56
0;0.0;0;1;21
39;0.4020618556701031;0.291044776119403;44;94
6;0.0759493670886076;0.039735099337748346;9;78
5;0.29411764705882354;0.056818181818181816;10;14
49;0.3475177304964539;0.28994082840236685;53;139
13;0.11016949152542373;0.07065217391304347;15;118
4;0.2222222222222222;0.0425531914893617;5;19
8;0.09523809523809523;0.05128205128205128;9;85
5;0.25;0.053763440860215055;8;19
5;0.5555555555555556;0.05952380952380952;6;10
6;0.17142857142857143;0.056074766355140186;9;34
3;0.02142857142857143;0.013953488372093023;6;139
5;0.08928571428571429;0.03816793893129771;6;57
8;0.06837606837606838;0.042328042328042326;9;118
28;0.34146341463414637;0.24778761061946902;50;62
0;0.0;0;1;101
29;0.5471698113207547;0.29;34;50
6;0.05084745762711865;0.031413612565445025;8;118
24;0.5581395348837209;0.26666666666666666;34;35
21;0.2441860465116279;0.14482758620689656;22;87
18;0.391304347826087;0.16666666666666666;19;47
12;0.3333333333333333;0.11650485436893204;14;36
19;0.3064516129032258;0.15833333333333333;23;60
28;0.26666666666666666;0.20588235294117646;50;85
8;0.0851063829787234;0.048484848484848485;10;94
13;0.24528301886792453;0.11206896551724138;18;50
4;0.2222222222222222;0.043478260869565216;7;17
57;0.5533980582524272;0.4634146341463415;61;101
22;0.4074074074074074;0.21782178217821782;34;44
21;0.21;0.1320754716981132;22;101
0;0.0;0;1;60
4;0.5714285714285714;0.04878048780487805;6;7
25;0.423728813559322;0.2336448598130841;33;53
2;0.14285714285714285;0.021739130434782608;3;15
29;0.3918918918918919;0.27358490566037735;49;56
19;0.1357142857142857;0.09547738693467336;22;139
18;0.15;0.1005586592178771;22;118
0;0.0;0;2;2
3;0.5;0.036585365853658534;5;6
29;0.31868131868131866;0.25892857142857145;60;62
14;0.2857142857142857;0.12280701754385964;16;49
18;0.20930232558139536;0.12162162162162163;19;87
20;0.43478260869565216;0.21505376344086022;34;34
1;0.024390243902439025;0.008403361344537815;3;41
38;0.3958333333333333;0.2814814814814815;42;94
2;0.14285714285714285;0.021739130434782608;3;15
14;0.24561403508771928;0.11570247933884298;17;56
11;0.3235294117647059;0.11956521739130435;23;24
22;0.3793103448275862;0.20952380952380953;34;48
37;0.45121951219512196;0.3557692307692308;59;62
1;1.0;0.0125;2;2
15;0.22388059701492538;0.11904761904761904;22;62
1;0.01639344262295082;0.007142857142857143;2;62
7;0.15555555555555556;0.0603448275862069;10;44
15;0.22388059701492538;0.11450381679389313;17;67
7;0.14285714285714285;0.061946902654867256;17;41
3;0.05;0.022222222222222223;6;59
13;0.08783783783783784;0.06341463414634146;24;139
7;0.7777777777777778;0.08536585365853659;8;10
26;0.3333333333333333;0.23008849557522124;46;60
0;0.0;0;1;94
34;0.5573770491803278;0.33663366336633666;41;56
10;0.45454545454545453;0.11235955056179775;14;20
28;0.28865979381443296;0.23728813559322035;60;67
5;0.21739130434782608;0.052083333333333336;8;22
15;0.14018691588785046;0.09090909090909091;23;101
1;1.0;0.0125;2;2
14;0.28;0.12280701754385964;17;49
